state_code,county,lat,long,TEST_zipcode,TEST_county,TEST_state,TEST_population,TEST_population_density
KY,Henderson,37.792542,-87.572577,42420,Henderson County,KY,38192,203.0
KY,Pulaski,37.107374,-84.576953,42503,Pulaski County,KY,22894,177.0
KY,Scott,38.285709999999995,-84.57834,40324,Scott County,KY,41342,267.0
KY,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
LA,Assumption,29.898853000000003,-91.052465,70390,Assumption Parish,LA,6969,43.0
LA,Calcasieu,30.229559000000002,-93.35801500000001,70663,Calcasieu Parish,LA,28150,291.0
LA,Iberia,30.007127,-91.976784,70528,Vermilion Parish,LA,2333,521.0
LA,Iberville,30.270628000000002,-91.365848,70740,Iberville Parish,LA,1305,15.0
LA,Lafayette,30.206507000000002,-92.06416999999999,70506,Lafayette Parish,LA,41163,1987.0
LA,Livingston,30.440419,-90.727474,70754,Livingston Parish,LA,10170,84.0
LA,Plaquemines,29.282446999999998,-89.576068,70041,Plaquemines Parish,LA,2381,227.0
LA,St. James,30.024777,-90.79395600000001,70763,St. James Parish,LA,3816,321.0
LA,St. Landry,30.583440999999997,-91.989274,70577,St. Landry Parish,LA,4645,77.0
LA,Webster,32.732152,-93.339825,71055,Webster Parish,LA,20268,79.0
LA,West Baton Rouge,30.464052000000002,-91.30980799999999,70767,West Baton Rouge Parish,LA,14914,104.0
MD,Calvert,38.522719,-76.529762,20676,Calvert County,MD,3871,234.0
MD,Wicomico,38.36737,-75.632083,21801,Wicomico County,MD,29961,708.0
MA,Hampshire,42.339459000000005,-72.66369399999999,01062,Hampshire County,MA,11150,614.0
MI,Clinton,42.950455,-84.591695,48879,Clinton County,MI,18075,96.0
MI,Eaton,42.589529999999996,-84.84645,48813,Eaton County,MI,21182,125.0
MI,Genesee,43.021077000000005,-83.706372,48502,Genesee County,MI,1164,2934.0
MI,Livingston,42.602532000000004,-83.91171800000001,48843,Livingston County,MI,42931,477.0
MI,Midland,43.648203,-84.379414,48640,Midland County,MI,32690,324.0
MN,Mower,43.666249,-92.759514,55926,Mower County,MN,853,14.0
MN,Scott,44.651804999999996,-93.533731,55379,Scott County,MN,40416,686.0
MS,Holmes,33.125941999999995,-90.091197,39095,Holmes County,MS,7324,22.0
MS,Jones,31.616601,-89.168532,39437,Jones County,MS,12917,77.0
MS,Scott,32.411959,-89.533486,39074,Scott County,MS,14896,55.0
MS,Walthall,31.164492,-90.103431,39667,Walthall County,MS,12837,41.0
MS,Wilkinson,31.161091,-91.324617,39669,Wilkinson County,MS,6045,14.0
MS,Winston,33.078724,-89.037391,39339,Winston County,MS,15619,41.0
MS,Yazoo,32.765675,-90.387928,39194,Yazoo County,MS,20925,46.0
MT,Broadwater,46.329848999999996,-111.497873,59644,Broadwater County,MT,4036,5.0
MT,Flathead,48.314678,-114.054295,59926,Flathead County,MT,513,53.0
MT,Madison,45.32529,-111.91379099999999,59755,Madison County,MT,210,2.0
MT,Roosevelt,48.282747,-104.99517,59213,Richland County,MT,772,2.0
NE,Nemaha,40.387389,-95.852721,68305,Nemaha County,NE,4389,31.0
NV,Elko,41.141133,-115.351424,89823,Elko County,NV,273,1.0
NV,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
NJ,Cape May,39.085840999999995,-74.846354,08210,Cape May County,NJ,17167,249.0
NJ,Sussex,41.137461,-74.691914,07822,Sussex County,NJ,887,134.0
NM,San Miguel,35.476859000000005,-104.803519,87701,San Miguel County,NM,20081,12.0
NY,Schoharie,42.591294,-74.438172,12187,Schoharie County,NY,697,30.0
NY,Wayne,43.458758,-77.063164,14555,Wayne County,NY,974,311.0
OH,Hamilton,39.196927,-84.544187,45224,Hamilton County,OH,19837,3086.0
OH,Montgomery,39.753735999999996,-84.290591,45417,Montgomery County,OH,31281,955.0
OH,Richland,40.774159000000004,-82.542781,44902,Richland County,OH,5432,2907.0
OK,Custer,35.645601,-98.99738599999999,73601,Custer County,OK,10299,77.0
OK,Grady,35.021058000000004,-97.88689000000001,73018,Grady County,OK,19936,127.0
OK,Logan,35.914151000000004,-97.450764,73044,Logan County,OK,20226,77.0
OK,McClain,35.016436,-97.449803,73080,McClain County,OK,9276,86.0
OK,Washington,36.70438,-95.906155,74006,Washington County,OK,25750,290.0
PA,Lancaster,40.041992,-76.250198,17602,Lancaster County,PA,52452,2046.0
PA,Lebanon,40.371448,-76.46481899999999,17046,Lebanon County,PA,29790,779.0
PA,Westmoreland,40.311068,-79.466688,15601,Westmoreland County,PA,59483,690.0
SC,Abbeville,34.229040999999995,-82.45405799999999,29620,Abbeville County,SC,12934,52.0
SC,Dorchester,33.082186,-80.404697,29437,Dorchester County,SC,2380,26.0
SC,Saluda,34.005278000000004,-81.727903,29138,Saluda County,SC,10883,49.0
TN,Cumberland,35.952397999999995,-84.994761,38571,Cumberland County,TN,13848,61.0
TN,Dyer,36.054196000000005,-89.398306,38024,Dyer County,TN,27406,194.0
TN,Montgomery,36.500353999999994,-87.380887,37040,Montgomery County,TN,44924,486.0
TN,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
TN,Washington,36.295665,-82.495037,37659,Washington County,TN,27585,214.0
TN,Wilson,36.149527,-86.29124200000001,37090,Wilson County,TN,12922,79.0
TX,Cameron,26.102923,-97.47895799999999,78575,Cameron County,TX,8056,654.0
TX,Crane,31.422796,-102.487774,79731,Crane County,TX,4193,13.0
TX,DeWitt,29.082346,-97.361654,77954,DeWitt County,TX,11506,31.0
TX,Johnson,32.379821,-97.364959,76059,Johnson County,TX,4881,1779.0
TX,Van Zandt,32.558787,-95.836906,75103,Van Zandt County,TX,12851,64.0
WA,Clallam,48.110903,-123.88986000000001,98363,Clallam County,WA,13343,21.0
WV,Monongalia,39.633645,-80.059074,26501,Monongalia County,WV,19616,326.0
WV,Tucker,39.111175,-79.55996800000001,26269,Tucker County,WV,1018,49.0
WI,Bayfield,46.634199,-91.17728199999999,54891,Bayfield County,WI,3389,46.0
WI,Calumet,44.07841,-88.212132,54129,Calumet County,WI,3477,48.0
WI,Columbia,43.471882,-89.330472,53955,Columbia County,WI,5692,77.0
WI,Eau Claire,44.726355,-91.28641400000001,54742,Eau Claire County,WI,4459,43.0
WI,Ozaukee,43.360752000000005,-87.49930400000001,53074,Ozaukee County,WI,12880,427.0
WI,Sauk,43.428001,-89.943318,53961,Sauk County,WI,837,35.0
WI,Walworth,42.66811,-88.541731,53121,Walworth County,WI,19045,165.0
AL,Cullman,34.131923,-86.86926700000001,35058,Cullman County,AL,9936,144.0
AL,Jackson,34.764114,-85.980056,35746,Jackson County,AL,856,15.0
AL,Lamar,33.787085,-88.08743100000001,35586,Lamar County,AL,4469,24.0
AL,Lauderdale,34.904121999999994,-87.650997,35634,Lauderdale County,AL,9711,157.0
AL,Washington,31.405216999999997,-88.197564,36583,Washington County,AL,639,10.0
AZ,Yuma,32.773942,-113.910905,85347,Yuma County,AZ,716,3.0
AR,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
CA,Amador,38.44355,-120.653856,95665,Amador County,CA,4426,218.0
CA,Imperial,33.040814000000005,-115.3554,92227,Imperial County,CA,26234,49.0
CO,Broomfield,39.953593,-105.05078700000001,80023,Broomfield County,CO,15415,874.0
CO,Park,39.118914000000004,-105.717648,80440,Park County,CO,2422,9.0
CO,San Miguel,38.009319,-108.42726299999998,81435,San Miguel County,CO,4965,37.0
CT,New London,41.472652000000004,-72.108634,06382,New London County,CT,11947,661.0
FL,Monroe,24.768883,-80.95326999999999,33036,Monroe County,FL,3035,518.0
GA,Carroll,33.582237,-85.080527,30117,Carroll County,GA,34296,313.0
GA,Chatham,31.980403999999997,-81.085184,31406,Chatham County,GA,33965,1330.0
GA,Dawson,34.442608,-84.173261,30534,Dawson County,GA,26685,117.0
GA,Douglas,33.701242,-84.767314,30187,Douglas County,GA,8740,254.0
GA,Heard,33.291346999999995,-85.137886,30217,Heard County,GA,9433,36.0
GA,Lamar,33.07444,-84.146689,30204,Lamar County,GA,13493,108.0
GA,Lincoln,33.792151000000004,-82.448299,30817,Lincoln County,GA,7676,40.0
GA,Miller,31.162931,-84.730398,39837,Miller County,GA,6166,22.0
GA,Monroe,33.017435,-83.922938,31029,Monroe County,GA,16287,63.0
GA,Muscogee,32.510197,-84.874946,31907,Muscogee County,GA,55332,2408.0
GA,Oconee,33.834125,-83.437728,30677,Oconee County,GA,17065,144.0
GA,Pickens,34.456746,-84.490351,30175,Pickens County,GA,6074,69.0
GA,Randolph,31.762651,-84.75231099999999,39840,Randolph County,GA,5726,27.0
GA,Spalding,33.262347999999996,-84.28490500000001,30223,Spalding County,GA,36769,339.0
GA,Sumter,32.042266,-84.20429399999999,31719,Sumter County,GA,10977,117.0
GA,Terrell,31.777191,-84.43944599999999,39842,Terrell County,GA,8357,29.0
GA,Tift,31.457003000000004,-83.525931,31793,Tift County,GA,9043,91.0
GA,Turner,31.7248,-83.620319,31714,Turner County,GA,6474,34.0
GA,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
GA,Worth,31.551772999999997,-83.84996,31781,Worth County,GA,1752,64.0
ID,Bingham,43.216357,-112.399206,83221,Bingham County,ID,27021,34.0
ID,Canyon,43.625796,-116.70905800000001,83607,Canyon County,ID,21732,98.0
ID,Kootenai,47.675965999999995,-116.695922,83814,Kootenai County,ID,23371,118.0
IL,Adams,39.986052,-91.19496099999999,62338,Adams County,IL,1473,40.0
IL,Christian,39.545524,-89.279593,62568,Christian County,IL,16355,130.0
IL,McLean,40.494559,-88.844539,61761,McLean County,IL,52879,1242.0
IN,Allen,41.091909,-85.071791,46815,Allen County,IN,26522,2544.0
IN,Grant,40.515758,-85.654946,46953,Grant County,IN,24177,285.0
IN,Shelby,39.524135,-85.792174,46176,Shelby County,IN,27816,162.0
IN,Vanderburgh,38.020070000000004,-87.586166,47710,Vanderburgh County,IN,19527,2221.0
IN,Vigo,39.429142999999996,-87.390375,47802,Vigo County,IN,34532,214.0
KS,Reno,37.948184999999995,-98.078346,67566,Reno County,KS,650,11.0
KS,Riley,39.291211,-96.727489,66503,Riley County,KS,13428,165.0
KY,Calloway,36.620978,-88.274086,42071,Calloway County,KY,29655,140.0
LA,Catahoula,31.666517,-91.846703,71340,Catahoula Parish,LA,1710,15.0
LA,De Soto,32.059248,-93.740797,71032,De Soto Parish,LA,2164,18.0
LA,Rapides,31.193203999999998,-92.535953,71485,Rapides Parish,LA,1804,29.0
LA,Tangipahoa,30.621531,-90.40663,70446,Tangipahoa Parish,LA,5877,69.0
MD,Worcester,38.222133,-75.309931,21841,Worcester County,MD,860,28.0
MN,Chisago,45.505444,-92.903849,55056,Chisago County,MN,13546,133.0
MN,Clay,46.898377,-96.494901,56547,Clay County,MN,2700,17.0
MN,Fillmore,43.679187,-92.093937,55939,Fillmore County,MN,1963,24.0
MS,Adams,31.486224,-91.35179699999999,39120,Adams County,MS,32334,68.0
MS,Franklin,31.477773,-90.895457,39630,Franklin County,MS,1115,367.0
MS,Humphreys,33.130996,-90.523421,39038,Humphreys County,MS,6258,29.0
MS,Lafayette,34.353078000000004,-89.485385,38655,Lafayette County,MS,36699,95.0
MS,Lawrence,31.550009000000003,-90.10753000000001,39654,Lawrence County,MS,5635,37.0
MS,Lee,34.29237,-88.682439,38804,Lee County,MS,17285,214.0
MS,Marshall,34.76619,-89.504231,38635,Marshall County,MS,15941,47.0
MS,Pike,31.177515999999997,-90.397725,39648,Pike County,MS,21710,209.0
MS,Rankin,32.267123,-89.946063,39042,Rankin County,MS,34198,153.0
MS,Smith,32.019028999999996,-89.494876,39153,Smith County,MS,3724,24.0
MS,Tippah,34.763618,-88.918819,38663,Tippah County,MS,11950,60.0
MO,Christian,36.969739000000004,-93.187614,65669,Christian County,MO,2031,50.0
MO,Dunklin,36.306905,-90.065394,63852,Dunklin County,MO,1488,29.0
MO,Kansas City,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
MO,Pulaski,37.824835,-92.207022,65584,Pulaski County,MO,9855,420.0
MO,Scott,37.047793,-89.56809799999999,63736,Scott County,MO,3310,49.0
MO,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
NE,Buffalo,40.855226,-99.07498299999999,68870,Buffalo County,NE,439,10.0
NE,Lancaster,40.783547,-96.68865799999999,68502,Lancaster County,NE,26238,4439.0
NV,Nye,37.965864,-116.459011,89049,Nye County,NV,2727,2.0
NH,Cheshire,42.92546,-72.248183,03455,Cheshire County,NH,2086,89.0
NJ,Cumberland,39.328434,-75.121628,08345,Cumberland County,NJ,805,40.0
NM,Doña Ana,32.349919,-106.83496799999999,88005,Doa Ana County,NM,27116,552.0
NM,McKinley,35.583878000000006,-108.253266,87312,McKinley County,NM,579,12.0
NY,Columbia,42.247729,-73.626806,12565,Columbia County,NY,1487,1025.0
NY,Fulton,43.115609,-74.42367800000001,12078,Fulton County,NY,23773,219.0
NY,Genesee,43.00091,-78.192778,14020,Genesee County,NY,23306,337.0
NY,Niagara,43.456731,-78.792142,14028,Niagara County,NY,1595,118.0
NY,Oneida,43.242727,-75.434282,13441,Oneida County,NY,51,14.0
NC,Carteret,34.858343,-76.53586,28516,Carteret County,NC,11431,54.0
NC,Davidson,35.795131,-80.207107,27292,Davidson County,NC,39787,274.0
NC,Franklin,36.088241,-78.28309,27549,Franklin County,NC,24112,100.0
NC,Orange,36.062526,-79.12003399999999,27278,Orange County,NC,24286,240.0
NC,Pasquotank,36.265198999999996,-76.26069100000001,27909,Pasquotank County,NC,40699,179.0
NC,Pitt,35.592490000000005,-77.372739,28590,Pitt County,NC,23407,561.0
NC,Rowan,35.641355,-80.521721,28147,Rowan County,NC,24697,314.0
NC,Stanly,35.310449,-80.254374,28001,Stanly County,NC,26760,201.0
ND,Pierce,48.238883,-99.966497,58368,Pierce County,ND,3801,6.0
ND,Ramsey,48.266163,-98.73903100000001,58382,Ramsey County,ND,163,1.0
OH,Ashtabula,41.906636999999996,-80.745592,44004,Ashtabula County,OH,33421,462.0
OH,Columbiana,40.770073,-80.77845500000001,44432,Columbiana County,OH,13693,133.0
OH,Marion,40.588034,-83.168803,43302,Marion County,OH,54790,281.0
OH,Union,40.295901,-83.367042,43040,Union County,OH,31790,190.0
OH,Warren,39.425652,-84.16990600000001,45065,Warren County,OH,4442,1685.0
OK,Garvin,34.70935,-97.31272299999999,73057,Garvin County,OK,2384,27.0
OR,Grant,44.496326,-119.01405700000001,97845,Grant County,OR,2652,41.0
OR,Union,45.304081,-117.999149,97841,Union County,OR,476,25.0
PA,Centre,40.909128,-77.847877,16823,Centre County,PA,26617,207.0
PA,Erie,42.117952,-80.096386,16501,Erie County,PA,2044,3004.0
PA,Franklin,39.926772,-77.724521,17202,Franklin County,PA,30200,254.0
PA,Potter,41.748587,-77.894436,16948,Potter County,PA,1634,18.0
SC,Aiken,33.550013,-81.632983,29805,Aiken County,SC,5864,59.0
SC,Berkeley,33.2077,-79.953655,29461,Berkeley County,SC,30141,185.0
SC,Clarendon,33.664682,-80.217889,29102,Clarendon County,SC,18248,74.0
SC,Darlington,34.332184999999996,-79.962115,29540,Darlington County,SC,5599,51.0
SC,Florence,34.028535,-79.710233,29530,Florence County,SC,2915,76.0
SC,Orangeburg,33.436135,-80.802913,29133,Orangeburg County,SC,1044,19.0
SC,Pickens,34.885368,-82.723377,29671,Pickens County,SC,18030,141.0
SC,Sumter,33.916140000000006,-80.38237600000001,29150,Sumter County,SC,40031,932.0
TN,Anderson,36.116731,-84.195418,37716,Anderson County,TN,25749,306.0
TN,Blount,35.688185,-83.922973,37803,Blount County,TN,31668,325.0
TN,Bradley,35.153914,-84.859414,37312,Bradley County,TN,30962,518.0
TN,Dickson,36.145533,-87.36415500000001,37055,Dickson County,TN,27024,133.0
TN,Greene,36.179487,-82.847523,37743,Greene County,TN,25588,116.0
TN,Hamblen,36.218396999999996,-83.266071,37813,Hamblen County,TN,17444,299.0
TN,Maury,35.615696,-87.077763,38401,Maury County,TN,54469,181.0
TN,Tipton,35.500259,-89.766803,38011,Tipton County,TN,9908,168.0
TX,Brown,31.764136999999998,-98.998456,76801,Brown County,TX,25552,67.0
TX,Cass,33.083698,-94.357579,75563,Cass County,TX,4282,26.0
TX,Fannin,33.591161,-96.104988,75438,Fannin County,TX,972,21.0
TX,Hockley,33.605932,-102.343398,79336,Hockley County,TX,16972,39.0
TX,Upshur,32.735349,-94.94118399999999,75645,Upshur County,TX,9778,67.0
VT,Addison,44.031248,-73.141581,05753,Addison County,VT,10491,124.0
VT,Rutland,43.580858,-73.038202,05736,Rutland County,VT,684,114.0
VA,Accomack,37.765944,-75.757807,23417,Accomack County,VA,4047,82.0
VA,Gloucester,37.403541,-76.523505,23128,Mathews County,VA,1045,90.0
VA,Newport News city,37.076136,-76.52198,23606,Newport News city,VA,29283,3124.0
VA,Norfolk city,36.923015,-76.244641,23518,Norfolk city,VA,28095,4499.0
VA,Portsmouth city,36.859339,-76.356973,23707,Portsmouth city,VA,14236,3531.0
WA,Cowlitz,46.196785,-122.67846000000002,98626,Cowlitz County,WA,24523,180.0
WA,San Juan,48.50719,-123.103769,98250,San Juan County,WA,7664,123.0
WA,Stevens,48.388727,-117.854454,99101,Stevens County,WA,1453,13.0
WV,Jackson,38.834234,-81.677717,25271,Jackson County,WV,9304,95.0
WV,Kanawha,38.328068,-81.523516,25311,Kanawha County,WV,10815,383.0
WI,Chippewa,45.069092,-91.283505,54748,Chippewa County,WI,1217,30.0
WI,Douglas,46.463218,-91.892477,54874,Douglas County,WI,3646,25.0
WI,Dunn,44.947751000000004,-91.897645,54749,Dunn County,WI,1231,32.0
WI,Green,42.675521999999994,-89.605074,53570,Green County,WI,2627,37.0
WI,Jefferson,43.013804,-88.773985,53549,Jefferson County,WI,10414,149.0
WI,Marathon,44.898036,-89.757823,54448,Marathon County,WI,4249,48.0
WI,Rock,42.66988,-89.075284,53548,Rock County,WI,18558,260.0
WI,St. Croix,45.028959,-92.447284,54002,St. Croix County,WI,6278,83.0
WY,Campbell,44.191998999999996,-105.51701399999999,82727,Campbell County,WY,1838,4.0
WY,Natrona,42.977645,-106.76821899999999,82604,Natrona County,WY,25882,14.0
AL,Marion,34.138219,-87.881551,35564,Marion County,AL,2361,35.0
AZ,Apache,35.385084,-109.490172,86505,Apache County,AZ,7682,7.0
AZ,Cochise,31.840128999999997,-109.77516299999999,85610,Cochise County,AZ,1333,3.0
CA,Butte,39.665959,-121.601919,95965,Butte County,CA,20384,64.0
CA,El Dorado,38.785612,-120.534225,95726,El Dorado County,CA,8842,119.0
CA,Siskiyou,41.587986,-122.53328700000002,96038,Siskiyou County,CA,589,33.0
CA,Yuba,39.27013,-121.34425900000001,95918,Yuba County,CA,2339,34.0
CO,Chaffee,38.738223,-106.31668300000001,81236,Chaffee County,CO,1017,5.0
CO,Elbert,39.315157,-104.114076,80835,Elbert County,CO,911,6.0
CO,Hinsdale,37.821165,-107.33826100000002,81235,Hinsdale County,CO,802,1.0
CO,Montrose,38.407507,-108.266282,81424,Montrose County,CO,1239,4.0
FL,Bay,30.238218,-85.63168,32444,Bay County,FL,18985,2021.0
FL,Highlands,27.341079999999998,-81.342353,33852,Highlands County,FL,21790,65.0
FL,Marion,29.202804999999998,-82.0431,34470,Marion County,FL,17838,1534.0
FL,Putnam,29.593896,-81.732039,32189,Putnam County,FL,5807,238.0
FL,St. Lucie,27.379814,-80.443536,34945,St. Lucie County,FL,5514,23.0
GA,Baldwin,33.059490000000004,-83.25545699999999,31061,Baldwin County,GA,43755,185.0
GA,Lumpkin,34.56814,-83.998925,30533,Lumpkin County,GA,25296,116.0
IL,DeKalb,41.894612,-88.768991,60115,DeKalb County,IL,46272,573.0
IN,Delaware,40.227543,-85.399262,47305,Delaware County,IN,4106,3076.0
IN,Elkhart,41.600693,-85.863986,46526,Elkhart County,IN,30671,457.0
IN,Hancock,39.822528999999996,-85.77315,46140,Hancock County,IN,38543,227.0
IN,Harrison,38.186454,-86.10376600000001,47160,Harrison County,IN,93,2251.0
IN,Miami,40.772883,-86.044258,46970,Miami County,IN,23766,128.0
IN,Washington,38.600613,-86.10475100000001,47167,Washington County,IN,15014,70.0
IA,Fayette,42.864121999999995,-91.840376,52164,Fayette County,IA,212,8.0
IA,Henry,40.984802,-91.547259,52641,Henry County,IA,12357,58.0
IA,Linn,42.077951,-91.597674,52302,Linn County,IA,36980,499.0
IA,Story,42.037538,-93.466093,50201,Story County,IA,8199,71.0
KY,Anderson,38.005396000000005,-84.986417,40342,Anderson County,KY,21125,112.0
KY,Madison,37.725511,-84.278362,40475,Madison County,KY,55803,204.0
KY,Spencer,38.025411,-85.317174,40071,Spencer County,KY,14292,117.0
LA,Avoyelles,31.088503000000003,-91.983275,71350,Avoyelles Parish,LA,4124,119.0
LA,Beauregard,30.645018,-93.340253,70652,Beauregard Parish,LA,2203,22.0
LA,Bienville,32.340952,-93.041151,71016,Bienville Parish,LA,2070,17.0
LA,Claiborne,32.82716,-92.989728,71040,Claiborne Parish,LA,10268,35.0
LA,Evangeline,30.720693,-92.40408599999999,70586,Evangeline Parish,LA,20313,68.0
LA,Ouachita,32.480932,-92.15158100000001,71201,Ouachita Parish,LA,20319,1565.0
LA,St. Mary,29.629348999999998,-91.46380400000001,70392,St. Mary Parish,LA,8456,275.0
ME,Sagadahoc,43.916845,-69.844227,04530,Sagadahoc County,ME,10818,376.0
MD,Caroline,38.871531,-75.831662,21629,Caroline County,MD,9555,115.0
MD,Somerset,38.07445,-75.853323,21817,Somerset County,MD,5236,358.0
MD,Washington,39.603621000000004,-77.81467099999999,21795,Washington County,MD,9233,306.0
MA,Nantucket,41.305878,-70.14191,02554,Nantucket County,MA,9852,252.0
MI,Allegan,42.595787,-86.634745,49453,Allegan County,MI,2626,241.0
MI,Barry,42.582811,-85.31455,49058,Barry County,MI,19127,130.0
MI,Berrien,41.791382,-86.74254300000001,49117,Berrien County,MI,3951,207.0
MI,Calhoun,42.24299,-85.012385,49033,Calhoun County,MI,1760,55.0
MI,Clare,43.991137,-84.838325,48625,Clare County,MI,13152,55.0
MI,Saginaw,43.328267,-84.05541,48609,Saginaw County,MI,12461,280.0
MI,Tuscola,43.487902000000005,-83.43661800000001,48723,Tuscola County,MI,12479,97.0
MI,Wexford,44.331375,-85.57004599999999,49618,Wexford County,MI,761,24.0
MN,Dodge,44.020706,-92.869353,55927,Dodge County,MN,4071,51.0
MN,Jackson,43.671110999999996,-95.149731,56150,Jackson County,MN,2742,16.0
MN,St. Louis,47.578635,-92.51456999999999,55792,St. Louis County,MN,10107,101.0
MN,Steele,44.015260999999995,-93.220453,55060,Steele County,MN,28911,141.0
MN,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
MN,Wabasha,44.289693,-92.23334,55957,Wabasha County,MN,756,19.0
MS,Attala,33.090468,-89.588622,39090,Attala County,MS,13398,50.0
MS,Clay,33.65967,-88.78246800000001,39741,Clay County,MS,1560,23.0
MS,George,30.855431,-88.642268,39452,George County,MS,26964,48.0
MS,Grenada,33.770031,-89.80274,38901,Grenada County,MS,18403,77.0
MS,Itawamba,34.281075,-88.363127,38843,Itawamba County,MS,11467,58.0
MS,Leake,32.76063,-89.52225,39051,Leake County,MS,16569,39.0
MS,Lincoln,31.535216,-90.45356600000001,39601,Lincoln County,MS,23536,89.0
MS,Lowndes,33.471424,-88.439723,39702,Lowndes County,MS,22883,227.0
MS,Panola,34.365204999999996,-89.963065,38666,Panola County,MS,6915,51.0
MS,Simpson,31.902504999999998,-89.917709,39111,Simpson County,MS,10460,75.0
MS,Tunica,34.652201,-90.37177,38676,Tunica County,MS,6375,30.0
MS,Union,34.489533,-89.002339,38652,Union County,MS,16600,107.0
MS,Washington,33.273174,-90.944446,38701,Washington County,MS,24187,293.0
MO,Bates,38.257217,-94.339246,64730,Bates County,MO,7109,25.0
MO,Jasper,37.205197,-94.337259,64836,Jasper County,MO,23940,131.0
MO,Johnson,38.741528,-93.811863,64019,Johnson County,MO,2368,28.0
MT,Cascade,47.316575,-111.35026200000001,59405,Cascade County,MT,31438,77.0
MT,Ravalli,46.077744,-114.105795,59840,Ravalli County,MT,13052,28.0
NH,Strafford,43.293271999999995,-71.035589,03867,Strafford County,NH,20758,695.0
NM,Lea,32.795687,-103.413271,88260,Lea County,NM,14343,19.0
NY,Steuben,42.266725,-77.385525,14819,Steuben County,NY,733,18.0
NC,Buncombe,35.609371,-82.530423,28801,Buncombe County,NC,15019,2955.0
NC,Catawba,35.661883,-81.214906,28613,Catawba County,NC,22759,533.0
OH,Clermont,39.052054,-84.149485,45102,Clermont County,OH,22680,1030.0
OH,Defiance,41.321678999999996,-84.48643299999999,43549,Defiance County,OH,1460,48.0
OH,Erie,41.554006,-82.525897,44839,Erie County,OH,12519,354.0
OH,Licking,40.091505,-82.483435,43023,Licking County,OH,13231,255.0
OR,Josephine,42.386983,-123.57162,97543,Josephine County,OR,736,16.0
PA,Butler,40.913847,-79.91897800000001,16001,Butler County,PA,40371,550.0
PA,Montour,41.029284000000004,-76.665225,17821,Montour County,PA,18219,136.0
SC,Dillon,34.390172,-79.374964,29536,Dillon County,SC,17722,136.0
SC,Edgefield,33.776498,-81.968245,29824,Edgefield County,SC,8535,38.0
SC,Greenwood,34.155796,-82.127876,29649,Greenwood County,SC,26235,484.0
SC,Jasper,32.43059,-81.021627,29936,Jasper County,SC,13354,56.0
SC,Marlboro,34.60167,-79.679435,29512,Marlboro County,SC,19514,90.0
SC,Newberry,34.289881,-81.599676,29108,Newberry County,SC,20469,98.0
TN,Carroll,35.965748,-88.45237900000001,38344,Carroll County,TN,8684,54.0
TN,Cocke,35.916198,-83.119224,37753,Cocke County,TN,814,27.0
TN,Fayette,35.196993,-89.413803,38076,Fayette County,TN,847,36.0
TN,Monroe,35.447818,-84.249705,37885,Monroe County,TN,5067,30.0
TN,Putnam,36.14094,-85.49618000000001,38501,Putnam County,TN,36687,412.0
TN,Roane,35.84725,-84.52392900000001,37763,Roane County,TN,15794,173.0
TN,Scott,36.435234,-84.50352,37755,Scott County,TN,3688,83.0
TX,Bastrop,30.100771999999996,-97.310639,78602,Bastrop County,TX,25160,130.0
TX,Castro,34.533621000000004,-102.258786,79027,Castro County,TX,5223,17.0
TX,Deaf Smith,34.940766,-102.607564,79045,Deaf Smith County,TX,19473,16.0
TX,Midland,31.814269,-102.002454,79706,Midland County,TX,19571,26.0
TX,Oldham,35.401921,-102.59761999999999,79092,Oldham County,TX,1106,4.0
TX,Potter,35.398675,-101.893804,79108,Potter County,TX,17726,107.0
VT,Franklin,44.858964,-72.909402,05483,Franklin County,VT,1303,64.0
VT,Windham,42.995335,-72.72195500000001,05345,Windham County,VT,2119,42.0
VA,Albemarle,38.024184000000005,-78.553506,22904,Albemarle County,VA,4633,6992.0
VA,Botetourt,37.565482,-79.797546,24066,Botetourt County,VA,4883,30.0
VA,Franklin,36.991186,-79.882715,24151,Franklin County,VA,20000,123.0
VA,Isle of Wight,36.901418,-76.70756899999999,23430,Isle of Wight County,VA,17281,172.0
VA,Mecklenburg,36.687256,-78.368959,23917,Mecklenburg County,VA,3684,34.0
VA,Suffolk city,36.697157000000004,-76.634781,23434,Suffolk city,VA,47670,234.0
WV,Marshall,39.854426000000004,-80.67179399999999,26039,Marshall County,WV,1061,27.0
WV,Putnam,38.510513,-81.906109,25213,Putnam County,WV,5512,154.0
WY,Carbon,41.703590000000005,-106.933153,82334,Carbon County,WY,501,2.0
CA,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
